legacy_url,legacy_path,owning_area,audit_categories,highest_severity,sample_issues,planned_destination,migration_status,redirect_required
https://na.org.za/blog/locations/st-james-presbyterian-church-2/,/blog/locations/st-james-presbyterian-church-2/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/st-josephs-catholic-church/,/blog/locations/st-josephs-catholic-church/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/st-marys-anglican-church/,/blog/locations/st-marys-anglican-church/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/st-thomas-anglican-church/,/blog/locations/st-thomas-anglican-church/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/thabazimbi/,/blog/locations/thabazimbi/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/thames-house-hope-st-city-power-complex-2/,/blog/locations/thames-house-hope-st-city-power-complex-2/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/thekwini-tvet-college/,/blog/locations/thekwini-tvet-college/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/tongaat-central-library/,/blog/locations/tongaat-central-library/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/umbilo-methodist-church/,/blog/locations/umbilo-methodist-church/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/wanderers-cricket-stadium-35-corlette-drive-illovo/,/blog/locations/wanderers-cricket-stadium-35-corlette-drive-illovo/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/waterkloof-ridge/,/blog/locations/waterkloof-ridge/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/waterkloof/,/blog/locations/waterkloof/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/wayside-chapel/,/blog/locations/wayside-chapel/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/westville-methodist-church/,/blog/locations/westville-methodist-church/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/locations/wings-of-love-building/,/blog/locations/wings-of-love-building/,Region,Accessibility & mobile; Broken links; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas (area-level migration),Not started,To assess
https://na.org.za/blog/meetings/,/blog/meetings/,Region,Accessibility & mobile; Broken links; Content; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/afrikaans/,/blog/meetings/afrikaans/,Region,Accessibility & mobile; Broken links; Headings; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/alabama-klerksdorp-sunday-1730-2/,/blog/meetings/alabama-klerksdorp-sunday-1730-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/alabama-klerksdorp-thursday-1730-2/,/blog/meetings/alabama-klerksdorp-thursday-1730-2/,Region,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Page titles,Critical,Server error 500 on a URL listed in the sitemap | Page set to noindex — will not appear in Google | Missing meta description,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/alabama-klerksdorp-thursday-1730/,/blog/meetings/alabama-klerksdorp-thursday-1730/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/alabama-klerksdorp-tuesday-1730/,/blog/meetings/alabama-klerksdorp-tuesday-1730/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/alberton-thursday-1930-2/,/blog/meetings/alberton-thursday-1930-2/,Region,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions,Critical,Server error 500 on a URL listed in the sitemap | Page set to noindex — will not appear in Google | Missing meta description,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/alberton-thursday-1930/,/blog/meetings/alberton-thursday-1930/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/alberton-tuesday-1930-2/,/blog/meetings/alberton-tuesday-1930-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/alexander-sunday-1600-2/,/blog/meetings/alexander-sunday-1600-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/amanzimtoti-tuesday/,/blog/meetings/amanzimtoti-tuesday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/austerville-friday/,/blog/meetings/austerville-friday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/austerville-monday/,/blog/meetings/austerville-monday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/austerville-wednesday/,/blog/meetings/austerville-wednesday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/back-to-basics/,/blog/meetings/back-to-basics/,Region,Accessibility & mobile; Broken links; Headings; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/ballito-saturday/,/blog/meetings/ballito-saturday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/beacon-of-hope-na/,/blog/meetings/beacon-of-hope-na/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/bedfordview-saturday-0900-2/,/blog/meetings/bedfordview-saturday-0900-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/beginners-group/,/blog/meetings/beginners-group/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/bellville/,/blog/meetings/bellville/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/benmore-sunday-1800-2/,/blog/meetings/benmore-sunday-1800-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/benmore-tuesday-1930-2/,/blog/meetings/benmore-tuesday-1930-2/,Region,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions,Critical,Server error 500 on a URL listed in the sitemap | Page set to noindex — will not appear in Google | Missing meta description,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/benmore-tuesday-1930-3/,/blog/meetings/benmore-tuesday-1930-3/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/benmore-tuesdays-1930-2/,/blog/meetings/benmore-tuesdays-1930-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/besileia-tuesday-meeting-open/,/blog/meetings/besileia-tuesday-meeting-open/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Tagged online but no meeting link,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/blairgowrie-saturday-1700-2/,/blog/meetings/blairgowrie-saturday-1700-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/blouberg-2/,/blog/meetings/blouberg-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/blouberg/,/blog/meetings/blouberg/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/blue-monday-steenberg/,/blog/meetings/blue-monday-steenberg/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/bluff-tuesday/,/blog/meetings/bluff-tuesday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/bonfire-saturday-2/,/blog/meetings/bonfire-saturday-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/bonfire-saturday/,/blog/meetings/bonfire-saturday/,Region,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions,Critical,Server error 500 on a URL listed in the sitemap | Page set to noindex — will not appear in Google | Missing meta description,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/bonteheuwel/,/blog/meetings/bonteheuwel/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/booysens-meeting-thursday-open/,/blog/meetings/booysens-meeting-thursday-open/,Region,Accessibility & mobile; Broken links; Headings; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/boskriun-friday-2/,/blog/meetings/boskriun-friday-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/boskruin-tuesday/,/blog/meetings/boskruin-tuesday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/boskruin-wednesday-1900-2/,/blog/meetings/boskruin-wednesday-1900-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/bosmont-thursday-1830/,/blog/meetings/bosmont-thursday-1830/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/braam-fischer-thursday-1600-2/,/blog/meetings/braam-fischer-thursday-1600-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/braam-fischer-tuesday-1600/,/blog/meetings/braam-fischer-tuesday-1600/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/brackenhurst-monday-1900-2/,/blog/meetings/brackenhurst-monday-1900-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/brackenhurst-wednesday-1930/,/blog/meetings/brackenhurst-wednesday-1930/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/brakpan-tuesday-1800/,/blog/meetings/brakpan-tuesday-1800/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/brixton-real-talk/,/blog/meetings/brixton-real-talk/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,"Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Location flagged ""approximate"" — pin not precisely geocoded",/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/bryanston-saturday-1800-2/,/blog/meetings/bryanston-saturday-1800-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/bryanston-thursday-1930/,/blog/meetings/bryanston-thursday-1930/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/buffelsdale-wednesday-meeting/,/blog/meetings/buffelsdale-wednesday-meeting/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/central-western-jabavu-soweto-thursday-1800-2/,/blog/meetings/central-western-jabavu-soweto-thursday-1800-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/chatsworth-monday/,/blog/meetings/chatsworth-monday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/chatsworth-wednesday-step-work/,/blog/meetings/chatsworth-wednesday-step-work/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/city-bowl/,/blog/meetings/city-bowl/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/city-group-wednesday/,/blog/meetings/city-group-wednesday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/claremont-express-meeting/,/blog/meetings/claremont-express-meeting/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/constantia/,/blog/meetings/constantia/,Region,Accessibility & mobile; Broken links; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/crawford/,/blog/meetings/crawford/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/crosby-wednesday-1900/,/blog/meetings/crosby-wednesday-1900/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/ct-womens-meeting-2/,/blog/meetings/ct-womens-meeting-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/ct-womens-meeting-3/,/blog/meetings/ct-womens-meeting-3/,Region,Accessibility & mobile; Broken links; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/ct-womens-meeting/,/blog/meetings/ct-womens-meeting/,Region,Accessibility & mobile; Broken links; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/delft/,/blog/meetings/delft/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/diepkloof-thursdays-1800-2/,/blog/meetings/diepkloof-thursdays-1800-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/diepkloof-tuesdays-1800/,/blog/meetings/diepkloof-tuesdays-1800/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/diepsloot-friday-1030-2/,/blog/meetings/diepsloot-friday-1030-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/durban-beach-sunday/,/blog/meetings/durban-beach-sunday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
